#source,ID
kegg.compound:C18913,MNXM61247
kegg.compound:C16596,MNXM6125
kegg.compound:C09588,MNXM61253
kegg.compound:C18661,MNXM61255
kegg.compound:C18942,MNXM61256
kegg.compound:C19005,MNXM61257
kegg.compound:C07116,MNXM61264
kegg.compound:C08195,MNXM61267
kegg.compound:C20209,MNXM61270
kegg.compound:C18742,MNXM61271
kegg.compound:C18608,MNXM61272
kegg.compound:C08959,MNXM61276
kegg.compound:C14314,MNXM6128
kegg.compound:C19068,MNXM61281
kegg.compound:C19442,MNXM61286
kegg.compound:C07119,MNXM61289
kegg.compound:C16617,MNXM6129
kegg.compound:C08150,MNXM61290
kegg.compound:C14643,MNXM61291
kegg.compound:C14525,MNXM61292
kegg.compound:C02168,MNXM61294
kegg.compound:C11483,MNXM61301
kegg.compound:C10690,MNXM61304
kegg.compound:C20077,MNXM61305
kegg.compound:C09888,MNXM61306
kegg.compound:C19255,MNXM61314
kegg.compound:C12123,MNXM6132
kegg.compound:C21551,MNXM61321
kegg.compound:C09500,MNXM61323
kegg.compound:C16030,MNXM61326
kegg.compound:C10504,MNXM61328
kegg.compound:C19759,MNXM6133
kegg.compound:C08001,MNXM61332
kegg.compound:C14642,MNXM61334
kegg.compound:C16783,MNXM61336
kegg.compound:C04007,MNXM6134
kegg.compound:C19634,MNXM61340
kegg.compound:C10724,MNXM61342
kegg.compound:C07290,MNXM6135
kegg.compound:C15696,MNXM61357
kegg.compound:C15712,MNXM61358
kegg.compound:C09502,MNXM61364
kegg.compound:C10727,MNXM61365
kegg.compound:C09221,MNXM61366
kegg.compound:C09222,MNXM61367
kegg.compound:C07122,MNXM61371
kegg.compound:C19924,MNXM61374
kegg.compound:C05296,MNXM6138
kegg.compound:C19006,MNXM61389
kegg.compound:C14769,MNXM6139
kegg.compound:C17900,MNXM61396
kegg.compound:C18202,MNXM6140
kegg.compound:C10919,MNXM61406
kegg.compound:C16324,MNXM6141
kegg.compound:C07128,MNXM61411
kegg.compound:C07889,MNXM61415
kegg.compound:C07829,MNXM61419
kegg.compound:C19007,MNXM61420
kegg.compound:C19811,MNXM6143
kegg.compound:C18548,MNXM61430
kegg.compound:C11798,MNXM61434
kegg.compound:C12755,MNXM61437
kegg.compound:C03292,MNXM61442
kegg.compound:C04639,MNXM6146
kegg.compound:C19256,MNXM61467
kegg.compound:C17106,MNXM61471
kegg.compound:C08698,MNXM61473
kegg.compound:C09223,MNXM61475
kegg.compound:C09224,MNXM61476
kegg.compound:C09225,MNXM61477
kegg.compound:C03503,MNXM6149
kegg.compound:C21836,MNXM61494
kegg.compound:C07143,MNXM61499
kegg.compound:C08631,MNXM61507
kegg.compound:C07618,MNXM61511
kegg.compound:C10081,MNXM61514
kegg.compound:C10082,MNXM61515
kegg.compound:C14315,MNXM6152
kegg.compound:C16042,MNXM61520
kegg.compound:C16043,MNXM61521
kegg.compound:C19376,MNXM61524
kegg.compound:C17723,MNXM61527
kegg.compound:C18523,MNXM61528
kegg.compound:C07447,MNXM6153
kegg.compound:C00050,MNXM61531
kegg.compound:C19851,MNXM6154
kegg.compound:C05011,MNXM6155
kegg.compound:C12424,MNXM6156
kegg.compound:C13229,MNXM61563
kegg.compound:C07146,MNXM61570
kegg.compound:C16090,MNXM61572
kegg.compound:C07934,MNXM61573
kegg.compound:C11789,MNXM61576
kegg.compound:C10861,MNXM61578
kegg.compound:C10909,MNXM61586
kegg.compound:C07471,MNXM61587
kegg.compound:C18745,MNXM61588
kegg.compound:C08029,MNXM61594
kegg.compound:C07621,MNXM61596
kegg.compound:C15153,MNXM61598
kegg.compound:C14493,MNXM61603
kegg.compound:C14634,MNXM61604
kegg.compound:C07849,MNXM61627
kegg.compound:C11113,MNXM61630
kegg.compound:C07560,MNXM61632
kegg.compound:C18746,MNXM61634
kegg.compound:C19123,MNXM61636
kegg.compound:C07175,MNXM61637
kegg.compound:C14431,MNXM61640
kegg.compound:C07558,MNXM61652
kegg.compound:C19086,MNXM61653
kegg.compound:C07844,MNXM61655
kegg.compound:C14605,MNXM61656
kegg.compound:C19104,MNXM61661
kegg.compound:C07513,MNXM61666
kegg.compound:C08506,MNXM61676
kegg.compound:C11043,MNXM61678
kegg.compound:C18525,MNXM61681
kegg.compound:C07517,MNXM61684
kegg.compound:C18616,MNXM61686
kegg.compound:C06605,MNXM6169
kegg.compound:C19124,MNXM61690
kegg.compound:C07765,MNXM61696
kegg.compound:C16318,MNXM61698
kegg.compound:C00504,MNXM617
kegg.compound:C16565,MNXM6170
kegg.compound:C08774,MNXM61708
kegg.compound:C04130,MNXM61717
kegg.compound:C01223,MNXM61718
kegg.compound:C02244,MNXM6172
kegg.compound:C11849,MNXM61724
kegg.compound:C10902,MNXM61730
kegg.compound:C11495,MNXM61731
kegg.compound:C12280,MNXM61737
kegg.compound:C19443,MNXM61738
kegg.compound:C10477,MNXM61748
kegg.compound:C17393,MNXM61762
kegg.compound:C19263,MNXM61763
kegg.compound:C16205,MNXM6177
kegg.compound:C19181,MNXM61774
kegg.compound:C14601,MNXM61775
kegg.compound:C02474,MNXM6179
kegg.compound:C16996,MNXM61790
kegg.compound:C03425,MNXM61793
kegg.compound:C10900,MNXM61794
kegg.compound:C00313,MNXM618
kegg.compound:C19460,MNXM61808
kegg.compound:C16409,MNXM6181
kegg.compound:C11344,MNXM61811
kegg.compound:C12245,MNXM61828
kegg.compound:C17530,MNXM61829
kegg.compound:C17599,MNXM61836
kegg.compound:C19258,MNXM61838
kegg.compound:C20645,MNXM61842
kegg.compound:C18792,MNXM61860
kegg.compound:C11146,MNXM61893
kegg.compound:C20126,MNXM61903
kegg.compound:C17473,MNXM61904
kegg.compound:C17474,MNXM61905
kegg.compound:C08179,MNXM61914
kegg.compound:C18905,MNXM61928
kegg.compound:C12090,MNXM61930
kegg.compound:C20791,MNXM61932
kegg.compound:C15741,MNXM61933
kegg.compound:C07198,MNXM61934
kegg.compound:C19265,MNXM61939
kegg.compound:C18396,MNXM61944
kegg.compound:C07199,MNXM61945
kegg.compound:C07449,MNXM61948
kegg.compound:C18144,MNXM61956
kegg.compound:C18447,MNXM6196
kegg.compound:C07919,MNXM61962
kegg.compound:C13487,MNXM61964
kegg.compound:C10953,MNXM61966
kegg.compound:C18747,MNXM61968
kegg.compound:C18559,MNXM61970
kegg.compound:C17532,MNXM61977
kegg.compound:C11011,MNXM61979
kegg.compound:C14165,MNXM61984
kegg.compound:C07203,MNXM61985
kegg.compound:C18934,MNXM61988
kegg.compound:C10946,MNXM61989
kegg.compound:C07205,MNXM61991
kegg.compound:C13963,MNXM61994
kegg.compound:C18688,MNXM61995
kegg.compound:C18952,MNXM61996
kegg.compound:C09503,MNXM61999
kegg.compound:C00389,MNXM620
kegg.compound:C09504,MNXM62000
kegg.compound:C07220,MNXM62001
kegg.compound:C09134,MNXM62003
kegg.compound:C18174,MNXM6202
kegg.compound:C17327,MNXM6204
kegg.compound:C05694,MNXM6205
kegg.compound:C12471,MNXM6208
kegg.compound:C18795,MNXM62088
kegg.compound:C14255,MNXM62093
kegg.compound:C16997,MNXM62097
kegg.compound:C09506,MNXM62098
kegg.compound:C09507,MNXM62099
kegg.compound:C05416,MNXM6210
kegg.compound:C19996,MNXM62108
kegg.compound:C19995,MNXM62109
kegg.compound:C19997,MNXM62110
kegg.compound:C05371,MNXM62111
kegg.compound:C09508,MNXM62114
kegg.compound:C09509,MNXM62115
kegg.compound:C09510,MNXM62116
kegg.compound:C09277,MNXM62117
kegg.compound:C07524,MNXM62123
kegg.compound:C07652,MNXM62130
kegg.compound:C07708,MNXM62132
kegg.compound:C09511,MNXM62137
kegg.compound:C11944,MNXM6214
kegg.compound:C18557,MNXM62144
kegg.compound:C12335,MNXM62155
kegg.compound:C12332,MNXM62156
kegg.compound:C16348,MNXM6216
kegg.compound:C10506,MNXM62164
kegg.compound:C07224,MNXM62171
kegg.compound:C13715,MNXM62173
kegg.compound:C17969,MNXM62195
kegg.compound:C11437,MNXM622
kegg.compound:C17945,MNXM6220
kegg.compound:C11763,MNXM62200
kegg.compound:C19008,MNXM62202
kegg.compound:C11716,MNXM62208
kegg.compound:C08554,MNXM62209
kegg.compound:C08555,MNXM62210
kegg.compound:C08556,MNXM62211
kegg.compound:C14184,MNXM62212
kegg.compound:C07570,MNXM62224
kegg.compound:C08507,MNXM62225
kegg.compound:C13522,MNXM62232
kegg.compound:C06681,MNXM62239
kegg.compound:C09227,MNXM62248
kegg.compound:C07550,MNXM62252
kegg.compound:C11239,MNXM62259
kegg.compound:C11034,MNXM62260
kegg.compound:C12017,MNXM62261
kegg.compound:C14043,MNXM62262
kegg.compound:C13920,MNXM62263
kegg.compound:C07704,MNXM62279
kegg.compound:C17752,MNXM6228
kegg.compound:C09512,MNXM62291
kegg.compound:C09513,MNXM62292
kegg.compound:C11086,MNXM62294
kegg.compound:C07230,MNXM62296
kegg.compound:C07816,MNXM62337
kegg.compound:C07817,MNXM62338
kegg.compound:C17962,MNXM6234
kegg.compound:C19053,MNXM62340
kegg.compound:C12003,MNXM6235
kegg.compound:C06254,MNXM62358
kegg.compound:C11817,MNXM6236
kegg.compound:C07729,MNXM6238
kegg.compound:C14244,MNXM62408
kegg.compound:C11603,MNXM62416
kegg.compound:C18663,MNXM62426
kegg.compound:C18287,MNXM62434
kegg.compound:C09788,MNXM62498
kegg.compound:C00559,MNXM625
kegg.compound:C16445,MNXM6250
kegg.compound:C21933,MNXM62506
kegg.compound:C09135,MNXM62507
kegg.compound:C09136,MNXM62508
kegg.compound:C09137,MNXM62509
kegg.compound:C19087,MNXM62519
kegg.compound:C08371,MNXM6252
kegg.compound:C08844,MNXM62526
kegg.compound:C02535,MNXM6253
kegg.compound:C10551,MNXM62530
kegg.compound:C10085,MNXM62531
kegg.compound:C11194,MNXM62533
kegg.compound:C07743,MNXM62534
kegg.compound:C10105,MNXM62535
kegg.compound:C10374,MNXM62539
kegg.compound:C10376,MNXM62540
kegg.compound:C11786,MNXM62549
kegg.compound:C14452,MNXM62554
kegg.compound:C17000,MNXM62559
kegg.compound:C10106,MNXM62561
kegg.compound:C17868,MNXM62562
kegg.compound:C17024,MNXM62566
kegg.compound:C16047,MNXM62573
kegg.compound:C14757,MNXM62579
kegg.compound:C07451,MNXM62587
kegg.compound:C06620,MNXM6260
kegg.compound:C06152,MNXM62601
kegg.compound:C10009,MNXM62605
kegg.compound:C10010,MNXM62606
kegg.compound:C10507,MNXM62608
kegg.compound:C09702,MNXM62611
kegg.compound:C08846,MNXM62614
kegg.compound:C08928,MNXM62615
kegg.compound:C11919,MNXM6262
kegg.compound:C10775,MNXM62623
kegg.compound:C09514,MNXM62624
kegg.compound:C17563,MNXM62627
kegg.compound:C09515,MNXM62628
kegg.compound:C09516,MNXM62629
kegg.compound:C11758,MNXM62649
kegg.compound:C08875,MNXM62664
kegg.compound:C08559,MNXM62665
kegg.compound:C08560,MNXM62666
kegg.compound:C08562,MNXM62667
kegg.compound:C08563,MNXM62668
kegg.compound:C07473,MNXM62669
kegg.compound:C08311,MNXM62670
kegg.compound:C08960,MNXM62671
kegg.compound:C19461,MNXM62672
kegg.compound:C19462,MNXM62673
kegg.compound:C17008,MNXM62680
kegg.compound:C17009,MNXM62681
kegg.compound:C16902,MNXM62682
kegg.compound:C18847,MNXM62690
kegg.compound:C15683,MNXM62692
kegg.compound:C15684,MNXM62693
kegg.compound:C18477,MNXM62695
kegg.compound:C18921,MNXM62696
kegg.compound:C12151,MNXM62713
kegg.compound:C05715,MNXM6272
kegg.compound:C08455,MNXM62731
kegg.compound:C10607,MNXM62732
kegg.compound:C12030,MNXM62734
kegg.compound:C20732,MNXM62735
kegg.compound:C15991,MNXM62744
kegg.compound:C17577,MNXM62747
kegg.compound:C15948,MNXM62748
kegg.compound:C10160,MNXM62749
kegg.compound:C16353,MNXM628
kegg.compound:C10479,MNXM62828
kegg.compound:C14242,MNXM62850
kegg.compound:C12158,MNXM62853
kegg.compound:C12159,MNXM62854
kegg.compound:C12160,MNXM62855
kegg.compound:C12161,MNXM62856
kegg.compound:C12157,MNXM62857
kegg.compound:C12220,MNXM62859
kegg.compound:C12221,MNXM62860
kegg.compound:C15714,MNXM62864
kegg.compound:C15715,MNXM62865
kegg.compound:C15716,MNXM62866
kegg.compound:C15674,MNXM62871
kegg.compound:C15675,MNXM62872
kegg.compound:C19477,MNXM62884
kegg.compound:C19478,MNXM62885
kegg.compound:C20333,MNXM62890
kegg.compound:C17938,MNXM6292
kegg.compound:C00723,MNXM6293
kegg.compound:C02857,MNXM62939
kegg.compound:C03416,MNXM62978
kegg.compound:C01410,MNXM63038
kegg.compound:C04301,MNXM63040
kegg.compound:C08270,MNXM6307
kegg.compound:C19217,MNXM63074
kegg.compound:C19400,MNXM63080
kegg.compound:C14501,MNXM63082
kegg.compound:C15311,MNXM63089
kegg.compound:C15328,MNXM63091
kegg.compound:C10935,MNXM63094
kegg.compound:C10938,MNXM63096
kegg.compound:C13914,MNXM63108
kegg.compound:C10936,MNXM63139
kegg.compound:C11163,MNXM63185
kegg.compound:C05683,MNXM63188
kegg.compound:C10987,MNXM63191
kegg.compound:C11564,MNXM63198
kegg.compound:C02434,MNXM6320
kegg.compound:C11845,MNXM63200
kegg.compound:C10951,MNXM63213
kegg.compound:C14927,MNXM63218
kegg.compound:C14971,MNXM63219
kegg.compound:C14920,MNXM63220
kegg.compound:C15466,MNXM63221
kegg.compound:C14965,MNXM63222
kegg.compound:C15125,MNXM63238
kegg.compound:C06625,MNXM6324
kegg.compound:C09984,MNXM63252
kegg.compound:C14265,MNXM63254
kegg.compound:C15141,MNXM63257
kegg.compound:C13916,MNXM63264
kegg.compound:C21199,MNXM63306
kegg.compound:C14938,MNXM63315
kegg.compound:C11562,MNXM63338
kegg.compound:C19273,MNXM63359
kegg.compound:C15941,MNXM6336
kegg.compound:C07585,MNXM6337
kegg.compound:C07027,MNXM6338
kegg.compound:C03884,MNXM6339
kegg.compound:C00039,MNXM634
kegg.compound:C15854,MNXM6342
kegg.compound:C11329,MNXM63423
kegg.compound:C04134,MNXM63424
kegg.compound:C04019,MNXM63426
kegg.compound:C02847,MNXM63433
kegg.compound:C04937,MNXM63456
kegg.compound:C04502,MNXM63459
kegg.compound:C04790,MNXM63461
kegg.compound:C15480,MNXM63466
kegg.compound:C04539,MNXM63497
kegg.compound:C00388,MNXM635
kegg.compound:C03776,MNXM63500
kegg.compound:C15481,MNXM63502
kegg.compound:C04418,MNXM63516
kegg.compound:C11607,MNXM63525
kegg.compound:C11295,MNXM63526
kegg.compound:C11296,MNXM63527
kegg.compound:C11330,MNXM63528
kegg.compound:C11297,MNXM63529
kegg.compound:C11333,MNXM63530
kegg.compound:C07028,MNXM63533
kegg.compound:C07029,MNXM63534
kegg.compound:C07031,MNXM63535
kegg.compound:C07030,MNXM63536
kegg.compound:C20850,MNXM6354
kegg.compound:C16265,MNXM63542
kegg.compound:C14785,MNXM6355
kegg.compound:C03953,MNXM63555
kegg.compound:C11292,MNXM63563
kegg.compound:C21027,MNXM63569
kegg.compound:C07032,MNXM63580
kegg.compound:C15930,MNXM636
kegg.compound:C05659,MNXM6360
kegg.compound:C02562,MNXM63603
kegg.compound:C02851,MNXM63604
kegg.compound:C07214,MNXM6361
kegg.compound:C02173,MNXM63619
kegg.compound:C07215,MNXM6362
kegg.compound:C07212,MNXM6363
kegg.compound:C03140,MNXM63634
kegg.compound:C03095,MNXM63637
kegg.compound:C07732,MNXM6367
kegg.compound:C14263,MNXM63671
kegg.compound:C13805,MNXM63678
kegg.compound:C14323,MNXM63689
kegg.compound:C01632,MNXM63707
kegg.compound:C11881,MNXM6371
kegg.compound:C12889,MNXM63725
kegg.compound:C18056,MNXM63728
kegg.compound:C12642,MNXM6373
kegg.compound:C19178,MNXM63743
kegg.compound:C14455,MNXM63745
kegg.compound:C02852,MNXM63747
kegg.compound:C11370,MNXM63748
kegg.compound:C02853,MNXM63752
kegg.compound:C11298,MNXM63757
kegg.compound:C06049,MNXM63758
kegg.compound:C02854,MNXM63762
kegg.compound:C03146,MNXM63766
kegg.compound:C04336,MNXM63767
kegg.compound:C03948,MNXM63768
kegg.compound:C16845,MNXM6378
kegg.compound:C03411,MNXM63784
kegg.compound:C07454,MNXM63793
kegg.compound:C11844,MNXM63795
kegg.compound:C18759,MNXM63819
kegg.compound:C12223,MNXM63837
kegg.compound:C12224,MNXM63838
kegg.compound:C17947,MNXM6384
kegg.compound:C03522,MNXM63840
kegg.compound:C05843,MNXM63841
kegg.compound:C05842,MNXM63843
kegg.compound:C14592,MNXM63854
kegg.compound:C19452,MNXM63856
kegg.compound:C14595,MNXM63859
kegg.compound:C11941,MNXM6386
kegg.compound:C17512,MNXM63862
kegg.compound:C10731,MNXM63866
kegg.compound:C11489,MNXM63867
kegg.compound:C16695,MNXM6387
kegg.compound:C15294,MNXM63871
kegg.compound:C08310,MNXM63876
kegg.compound:C19456,MNXM63880
kegg.compound:C11118,MNXM63883
kegg.compound:C19301,MNXM63892
kegg.compound:C19277,MNXM63893
kegg.compound:C19279,MNXM63894
kegg.compound:C19278,MNXM63895
kegg.compound:C14422,MNXM63896
kegg.compound:C14704,MNXM63897
kegg.compound:C14742,MNXM63898
kegg.compound:C19480,MNXM63899
kegg.compound:C19481,MNXM63900
kegg.compound:C19482,MNXM63901
kegg.compound:C19483,MNXM63902
kegg.compound:C19281,MNXM63903
kegg.compound:C19282,MNXM63904
kegg.compound:C19283,MNXM63905
kegg.compound:C19284,MNXM63906
kegg.compound:C19485,MNXM63907
kegg.compound:C19285,MNXM63908
kegg.compound:C19286,MNXM63909
kegg.compound:C12272,MNXM63917
kegg.compound:C18679,MNXM6392
kegg.compound:C12383,MNXM6393
kegg.compound:C12384,MNXM6394
kegg.compound:C04397,MNXM6395
kegg.compound:C05979,MNXM6396
kegg.compound:C14405,MNXM63960
kegg.compound:C14694,MNXM63961
kegg.compound:C03007,MNXM63966
kegg.compound:C19514,MNXM63971
kegg.compound:C11155,MNXM63973
kegg.compound:C11467,MNXM63978
kegg.compound:C02583,MNXM6401
kegg.compound:C11604,MNXM64017
kegg.compound:C02088,MNXM64022
kegg.compound:C05353,MNXM64023
kegg.compound:C19548,MNXM64029
kegg.compound:C03151,MNXM64045
kegg.compound:C03152,MNXM64046
kegg.compound:C02856,MNXM64051
kegg.compound:C02725,MNXM64054
kegg.compound:C03010,MNXM64055
kegg.compound:C20961,MNXM64057
kegg.compound:C05026,MNXM64061
kegg.compound:C22293,MNXM64066
kegg.compound:C03635,MNXM6407
kegg.compound:C04541,MNXM64070
kegg.compound:C03795,MNXM64079
kegg.compound:C07090,MNXM6408
kegg.compound:C21616,MNXM6409
kegg.compound:C12089,MNXM64092
kegg.compound:C11605,MNXM64093
kegg.compound:C11606,MNXM64094
kegg.compound:C07613,MNXM64108
kegg.compound:C11371,MNXM64110
kegg.compound:C11608,MNXM64111
kegg.compound:C14212,MNXM64117
kegg.compound:C09138,MNXM64123
kegg.compound:C16896,MNXM64125
kegg.compound:C07251,MNXM64126
kegg.compound:C18749,MNXM64128
kegg.compound:C08027,MNXM64131
kegg.compound:C20166,MNXM64137
kegg.compound:C10377,MNXM64143
kegg.compound:C08154,MNXM64148
kegg.compound:C05693,MNXM6415
kegg.compound:C08155,MNXM64151
kegg.compound:C12185,MNXM64152
kegg.compound:C19463,MNXM64177
kegg.compound:C19125,MNXM64195
kegg.compound:C19465,MNXM64200
kegg.compound:C19466,MNXM64201
kegg.compound:C19467,MNXM64202
kegg.compound:C12062,MNXM64215
kegg.compound:C10954,MNXM64224
kegg.compound:C18869,MNXM64230
kegg.compound:C07792,MNXM64233
kegg.compound:C09591,MNXM64235
kegg.compound:C12184,MNXM64237
kegg.compound:C17722,MNXM64239
kegg.compound:C07593,MNXM6425
kegg.compound:C04157,MNXM6426
kegg.compound:C08534,MNXM64269
kegg.compound:C04158,MNXM6427
kegg.compound:C08073,MNXM64273
kegg.compound:C12508,MNXM64274
kegg.compound:C17019,MNXM64283
kegg.compound:C17020,MNXM64284
kegg.compound:C17021,MNXM64285
kegg.compound:C18000,MNXM64296
kegg.compound:C18001,MNXM64297
kegg.compound:C11188,MNXM64304
kegg.compound:C07256,MNXM64310
kegg.compound:C08091,MNXM64319
kegg.compound:C17016,MNXM64325
kegg.compound:C12915,MNXM64327
kegg.compound:C10353,MNXM64328
kegg.compound:C17682,MNXM64337
kegg.compound:C17683,MNXM64338
kegg.compound:C09803,MNXM64339
kegg.compound:C17126,MNXM64344
kegg.compound:C15840,MNXM64348
kegg.compound:C17002,MNXM64354
kegg.compound:C09805,MNXM64361
kegg.compound:C17003,MNXM64366
kegg.compound:C15903,MNXM6437
kegg.compound:C19956,MNXM64375
kegg.compound:C10707,MNXM64378
kegg.compound:C04088,MNXM6439
kegg.compound:C00666,MNXM644
kegg.compound:C09594,MNXM64402
kegg.compound:C08771,MNXM64406
kegg.compound:C17208,MNXM64424
kegg.compound:C07258,MNXM64431
kegg.compound:C16761,MNXM64435
kegg.compound:C09792,MNXM64445
kegg.compound:C09954,MNXM64451
kegg.compound:C11474,MNXM64459
kegg.compound:C01533,MNXM6446
kegg.compound:C08876,MNXM64462
kegg.compound:C06111,MNXM64464
kegg.compound:C16097,MNXM64489
kegg.compound:C16098,MNXM64490
kegg.compound:C15866,MNXM64495
kegg.compound:C01161,MNXM645
kegg.compound:C16107,MNXM64501
kegg.compound:C15869,MNXM64502
kegg.compound:C16111,MNXM64504
kegg.compound:C16035,MNXM64505
kegg.compound:C16034,MNXM64506
kegg.compound:C16104,MNXM64507
kegg.compound:C16112,MNXM64508
kegg.compound:C16096,MNXM64509
kegg.compound:C16031,MNXM64510
kegg.compound:C16095,MNXM64511
kegg.compound:C16036,MNXM64512
kegg.compound:C16033,MNXM64513
kegg.compound:C16032,MNXM64514
kegg.compound:C15949,MNXM64515
kegg.compound:C16077,MNXM64516
kegg.compound:C16078,MNXM64517
kegg.compound:C10111,MNXM64528
kegg.compound:C07263,MNXM64533
kegg.compound:C04337,MNXM64537
kegg.compound:C18389,MNXM64542
kegg.compound:C14711,MNXM64550
kegg.compound:C17729,MNXM64564
kegg.compound:C13280,MNXM64568
kegg.compound:C18070,MNXM6458
kegg.compound:C10161,MNXM64587
kegg.compound:C12152,MNXM64588
kegg.compound:C17116,MNXM64589
kegg.compound:C18071,MNXM6459
kegg.compound:C17117,MNXM64590
kegg.compound:C13698,MNXM64595
kegg.compound:C19272,MNXM64598
kegg.compound:C19240,MNXM64611
kegg.compound:C08002,MNXM64612
kegg.compound:C08772,MNXM64615
kegg.compound:C17012,MNXM64616
kegg.compound:C17013,MNXM64617
kegg.compound:C17029,MNXM64618
kegg.compound:C17030,MNXM64619
kegg.compound:C17031,MNXM64620
kegg.compound:C17032,MNXM64621
kegg.compound:C17033,MNXM64622
kegg.compound:C17034,MNXM64623
kegg.compound:C17035,MNXM64624
kegg.compound:C17036,MNXM64625
kegg.compound:C11609,MNXM64628
kegg.compound:C10162,MNXM64631
kegg.compound:C11236,MNXM64632
kegg.compound:C11212,MNXM64635
kegg.compound:C08164,MNXM64642
kegg.compound:C19268,MNXM64665
kegg.compound:C14916,MNXM64667
kegg.compound:C05895,MNXM6468
kegg.compound:C19468,MNXM64681
kegg.compound:C09595,MNXM64682
kegg.compound:C12414,MNXM6469
kegg.compound:C19064,MNXM64690
kegg.compound:C10163,MNXM64692
kegg.compound:C18751,MNXM64694
kegg.compound:C07487,MNXM64698
kegg.compound:C07713,MNXM64699
kegg.compound:C00330,MNXM647
kegg.compound:C12410,MNXM6470
kegg.compound:C18954,MNXM64705
kegg.compound:C05326,MNXM6472
kegg.compound:C08042,MNXM64740
kegg.compound:C14306,MNXM64741
kegg.compound:C19274,MNXM64748
kegg.compound:C16666,MNXM6475
kegg.compound:C12425,MNXM6478
kegg.compound:C07269,MNXM64782
kegg.compound:C18873,MNXM64797
kegg.compound:C19487,MNXM64800
kegg.compound:C07270,MNXM64807
kegg.compound:C10112,MNXM64815
kegg.compound:C09518,MNXM64816
kegg.compound:C17351,MNXM64823
kegg.compound:C17353,MNXM64825
kegg.compound:C17355,MNXM64827
kegg.compound:C16044,MNXM64828
kegg.compound:C15871,MNXM64829
kegg.compound:C13719,MNXM64830
kegg.compound:C09279,MNXM64831
kegg.compound:C06523,MNXM6484
kegg.compound:C08773,MNXM64845
kegg.compound:C08386,MNXM64854
kegg.compound:C11186,MNXM64858
kegg.compound:C16227,MNXM6486
kegg.compound:C11395,MNXM6487
kegg.compound:C12128,MNXM6488
kegg.compound:C12136,MNXM6489
kegg.compound:C14993,MNXM64891
kegg.compound:C17915,MNXM64893
kegg.compound:C17914,MNXM64894
kegg.compound:C11491,MNXM64895
kegg.compound:C11492,MNXM64897
kegg.compound:C04442,MNXM649
kegg.compound:C19139,MNXM64909
kegg.compound:C17796,MNXM64912
kegg.compound:C12226,MNXM64914
kegg.compound:C13547,MNXM64917
kegg.compound:C07486,MNXM64920
kegg.compound:C20216,MNXM64922
kegg.compound:C08701,MNXM64929
kegg.compound:C08152,MNXM64931
kegg.compound:C14486,MNXM64932
kegg.compound:C05028,MNXM64933
kegg.compound:C14249,MNXM64935
kegg.compound:C06687,MNXM64938
kegg.compound:C14089,MNXM6494
kegg.compound:C18874,MNXM64940
kegg.compound:C10862,MNXM64946
kegg.compound:C10087,MNXM64948
kegg.compound:C16506,MNXM6495
kegg.compound:C14491,MNXM64951
kegg.compound:C12329,MNXM64954
kegg.compound:C17671,MNXM64955
kegg.compound:C12253,MNXM64957
kegg.compound:C15476,MNXM64958
kegg.compound:C10088,MNXM64964
kegg.compound:C10089,MNXM64965
kegg.compound:C17369,MNXM64967
kegg.compound:C10725,MNXM64968
kegg.compound:C07274,MNXM64969
kegg.compound:C19111,MNXM64970
kegg.compound:C17843,MNXM64971
kegg.compound:C10113,MNXM64973
kegg.compound:C12053,MNXM64979
kegg.compound:C15697,MNXM64988
kegg.compound:C15698,MNXM64989
kegg.compound:C17499,MNXM64994
kegg.compound:C18238,MNXM6500
kegg.compound:C18876,MNXM65000
kegg.compound:C05080,MNXM65002
kegg.compound:C13835,MNXM65005
kegg.compound:C13833,MNXM65006
kegg.compound:C13731,MNXM65007
kegg.compound:C17368,MNXM65008
kegg.compound:C11185,MNXM65012
kegg.compound:C00701,MNXM65016
kegg.compound:C15940,MNXM6504
kegg.compound:C08702,MNXM65045
kegg.compound:C10011,MNXM65047
kegg.compound:C17464,MNXM65049
kegg.compound:C17463,MNXM65050
kegg.compound:C10776,MNXM65055
kegg.compound:C07100,MNXM6506
kegg.compound:C12156,MNXM65072
kegg.compound:C05031,MNXM65087
kegg.compound:C06651,MNXM6509
kegg.compound:C10278,MNXM65119
kegg.compound:C10564,MNXM65128
kegg.compound:C12452,MNXM65130
kegg.compound:C12453,MNXM65130
kegg.compound:C02862,MNXM65151
kegg.compound:C14619,MNXM65153
kegg.compound:C11023,MNXM65159
kegg.compound:C13825,MNXM65169
kegg.compound:C12241,MNXM65175
kegg.compound:C17411,MNXM65178
kegg.compound:C10732,MNXM65179
kegg.compound:C08294,MNXM65186
kegg.compound:C19079,MNXM6519
kegg.compound:C03629,MNXM65195
kegg.compound:C00409,MNXM652
kegg.compound:C19084,MNXM6520
kegg.compound:C07088,MNXM6521
kegg.compound:C17373,MNXM65219
kegg.compound:C17374,MNXM65220
kegg.compound:C17375,MNXM65221
kegg.compound:C17376,MNXM65222
kegg.compound:C09596,MNXM65224
kegg.compound:C08775,MNXM65225
kegg.compound:C06513,MNXM65226
kegg.compound:C16102,MNXM65228
kegg.compound:C12183,MNXM65233
kegg.compound:C09519,MNXM65234
kegg.compound:C17039,MNXM65239
kegg.compound:C20483,MNXM6524
kegg.compound:C10381,MNXM65240
kegg.compound:C17040,MNXM65243
